text,source_path,source_name,kind,location,id
"X X X 146,681 Area of Work 2: Pathways to Scale in Agrifood Systems X X X 3,425,210 Area of Work 3: Enabling Environment Lab X X X 320,273 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships X X X 155,487 Area of Work 5: Learning for Impact X X X 260,575 Area of Work 0: Crosscutting and Management X X 47,119 Total Program budget 4,474,246 Area of Work 0: Crosscutting and Management 2025 Q1 Q2 Q3 Q4",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 57 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p57pt2
"Management X X 47,119 Total Program budget 4,474,246 Area of Work 0: Crosscutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Cost of AoW Leads and Co-Leads for Five AoWs X X 118,902 Travel X X Communication X X Workshop X X Total Cross-cutting and Management budget 118,902 Area of Work 1: Engage and Empower 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 1.1: CGIAR’s alignment with regional and national priorities is clarified and increased X -",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 57 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p57pt3
"Q3 Q4 2025 (Approved Budget) I-OC 1.1: CGIAR’s alignment with regional and national priorities is clarified and increased X - I-OC 1.2: CGIAR’s Programs, Accelerators, and bilaterals engage with information supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X High-Level Outputs HLO 1.1.1: Demand signaling X X X 146,681 HLO 1.1.2: Feedback and adaptive research and scaling prioritization X X X Total AoW 1 budget 146,681 CGI21-508007-PORB-Scaling for Impact.indd 57CGI21-508007-PORB-Scaling for Impact.indd 57 07/08/2025 13:2407/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 57 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p57pt4
"Plan of results and budget 2025 | System Organization and center allocations | Page 58 of 90 August 2025 | CGIAR Area of Work 2: Pathways to Scale in Agrifood Systems 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 2.1: CGIAR’s external stakeholders exhibit improved capacity to diagnose, design, deploy, and refine impact pathways X - I-OC 2.2: Demand, innovation, and scaling partners collaborate to co- design impact pathways for innovation bundles and packages X I-OC 2.3: Scaling partners deploy and iteratively evaluate scaling pathways providing evidence for stage-gating, adaptation, and amplification",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 58 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p58pt1
"for innovation bundles and packages X I-OC 2.3: Scaling partners deploy and iteratively evaluate scaling pathways providing evidence for stage-gating, adaptation, and amplification X I-OC 2.4: CGIAR and its scaling partners proactively refine innovations and scaling pathways to enhance responsible scaling outcomes X High-Level Outputs HLO 2.2.1: Innovation networks enhance agrifood system solution scaling X X X 3,425,210 HLO 2.2.2: Methods evaluating agrifood system solutions for scale X X X HLO 2.2.3: Scale-ready agrifood system solution bundles and packages X X X HLO 2.2.4: Agrifood system solution scaling strategies X X X Total AoW",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 58 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p58pt2
"2.2.3: Scale-ready agrifood system solution bundles and packages X X X HLO 2.2.4: Agrifood system solution scaling strategies X X X Total AoW 2 budget 3,425,210 Area of Work 3: Enabling Environment Lab 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 3.1: Governments, market actors, and partners use evidence generated by AoW 3 to inform policies and institutional changes that address enabling environment barriers X - I-OC 3.2: Agricultural SMEs and cooperatives experience improved market systems with clearer regulations, economic incentives, and stronger public- private partnerships X I-OC 3.3: Farmers, cooperatives, and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 58 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p58pt3
"SMEs and cooperatives experience improved market systems with clearer regulations, economic incentives, and stronger public- private partnerships X I-OC 3.3: Farmers, cooperatives, and agricultural SMEs actively adopt and promote inclusive innovations through strengthened support systems, targeted awareness campaigns, and improved extension services X High-Level Outputs HLO 3.3.1: Enabling environment diagnostics X X X 320,273 HLO 3.3.2: Scaling support services for enabling environments and institutions X X X HLO 3.3.3: Science-policy partnership interfaces for responsible scaling X X X Total AoW 3 budget 320,273 CGI21-508007-PORB-Scaling for Impact.indd 58CGI21-508007-PORB-Scaling for Impact.indd 58 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 58 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p58pt4
"CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 59 of 90 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 4.1: IFIs, governments, and the private sector widely integrate CGIAR- partner innovations into their investments, catalyzing and supporting the scaling of innovations. X - I-OC 4.2: CGIAR researchers access and use the scaling capacity toolbox and consult the Scaling Strategy Strike Force to embed elements into their ongoing or new projects X High-Level Outputs I-OC 4.1:",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 59 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p59pt1
"scaling capacity toolbox and consult the Scaling Strategy Strike Force to embed elements into their ongoing or new projects X High-Level Outputs I-OC 4.1: IFIs, governments, and the private sector widely integrate CGIAR- partner innovations into their investments, catalyzing and supporting the scaling of innovations. X X X 155,487 I-OC 4.2: CGIAR researchers access and use the scaling capacity toolbox and consult the Scaling Strategy Strike Force to embed elements into their ongoing or new projects X X X Total AoW 4 budget 155,487 Area of Work 5: Learning for Impact 2025 Outcome Q1 Q2 Q3 Q4 2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 59 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p59pt2
"new projects X X X Total AoW 4 budget 155,487 Area of Work 5: Learning for Impact 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 5.1: CGIAR, external partners, and donors integrate scaling science, principles, and frameworks into organizational practices X - I-OC 5.2: Scaling actors are informed and use evidence-based recommendations for short, medium, and long-term optimal and responsible scaling processes and pathways X I-OC 5.3: CGIAR and external partners use innovation portfolio management tools to guide scaling investment decisions through evidence-based and adaptive management processes X High-Level Outputs HLO 5.5.1: Enhancing scaling science for",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 59 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p59pt3
"innovation portfolio management tools to guide scaling investment decisions through evidence-based and adaptive management processes X High-Level Outputs HLO 5.5.1: Enhancing scaling science for societal impact X X X 260,575 HLO 5.5.2: Insights for CGIAR scaling success through impact assessments X X X HLO 5.5.3: Custom analytics for managing innovation portfolios and decision-making X X X Total AoW 5 budget 260,575 Area of Work 11: Inception Cross-Cutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Transition team roles X X 47,119 Total Inception Cross-Cutting and Management 47,119 CGI21-508007-PORB-Scaling for Impact.indd 59CGI21-508007-PORB-Scaling for Impact.indd 59 07/08/2025 13:2407/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 59 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p59pt4
"Plan of results and budget 2025 | System Organization and center allocations | Page 60 of 90 August 2025 | CGIAR Scaling for Impact: International Maize and Wheat Improvement Center Implementation timelines (2025) Pooled funding Budget Total Program Q1 Q2 Q3 Q4 2025 (Approved Budget) Area of Work 0: Crosscutting and Management X X 197,622 Area of Work 1: Engage and Empower X X X 485,729 Area of Work 2: Pathways to Scale in Agrifood Systems X X X",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 60 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p60pt1
"and Empower X X X 485,729 Area of Work 2: Pathways to Scale in Agrifood Systems X X X 2,305,182 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships X X X 151,530 Area of Work 5: Learning for Impact X X X 278,526 Area of Work 0: Crosscutting and Management X X 259,459 Total Program budget 3,678,047 Area of Work 0: Crosscutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Cost of AoW Leads",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 60 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p60pt2
"Area of Work 0: Crosscutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Cost of AoW Leads and Co-Leads for Five AoWs X X 197,622 Cost of PMU Positions X X Travel X X Communication X X Consultancy X X Workshop X X Total Cross-cutting and Management budget 197,622 Area of Work 1: Engage and Empower 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) 1.1. CGIAR’s alignment with regional and national priorities is clarified and increased",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 60 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p60pt3
"Q1 Q2 Q3 Q4 2025 (Approved Budget) 1.1. CGIAR’s alignment with regional and national priorities is clarified and increased X - 1.2. CGIAR’s Programs, Accelerators, and bilaterals engage with information supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X 1.3. CGIAR’s Programs, Accelerators, and bilateral projects use evidence on stakeholders’ demand to respond and iteratively adapt to new research and scaling opportunities X CGI21-508007-PORB-Scaling for Impact.indd 60CGI21-508007-PORB-Scaling for Impact.indd 60 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 60 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p60pt4
"CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 61 of 90 Area of Work 1: Engage and Empower 2025 High-Level Outputs 1.1: A toolbox of quantitative and qualitative methods, data, and dashboards articulating stakeholders’ priorities, supporting research and scaling activity demand signaling and adaptive management of CGIAR’s Portfolio X X X 485,729 1.2. Institutional innovations supporting prioritization, feedback, & adaptive management of research & scaling activities across CGIAR’s portfolio X X X Total AoW 1 budget 485,729 Area of Work 2: Pathways to Scale in Agrifood Systems 2025 Outcome Q1 Q2",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 61 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p61pt1
"across CGIAR’s portfolio X X X Total AoW 1 budget 485,729 Area of Work 2: Pathways to Scale in Agrifood Systems 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) 2.1. CGIAR’s external stakeholders exhibit improved capacity to diagnose, design, deploy, and refine impact pathways X - 2.2. Demand, innovation, and scaling partners collaborate to co-design impact pathways for innovation bundles and packages X 2.3. Scaling partners deploy and iteratively evaluate scaling pathways providing evidence for stage-gating, adaptation, and amplification X 2.4. CGIAR and its scaling partners proactively refine innovations and scaling pathways to enhance responsible scaling outcomes X High-Level Outputs",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 61 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p61pt2
"stage-gating, adaptation, and amplification X 2.4. CGIAR and its scaling partners proactively refine innovations and scaling pathways to enhance responsible scaling outcomes X High-Level Outputs 2.1 Multistakeholder networks and scaling hubs to enhance the capacity of partners for scaling pathway diagnosis, co-design, deployment, and assessment X X X 2,305,182 2.2 Co-designed scaling pathways for regional and national agrifood systems through improved stakeholder capacity X X X 2.3 Impact pathways evaluated and ranked for their potential to advance innovation bundles and packages to scale in regional- and country-specific agrifood systems X X X 2.4 Demand-driven and scale-ready agrifood system solution bundles and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 61 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p61pt3
"advance innovation bundles and packages to scale in regional- and country-specific agrifood systems X X X 2.4 Demand-driven and scale-ready agrifood system solution bundles and packages and strategies for scaling, with pathways and strategies identified for refinement, adaptation, and amplification X X X Total AoW 2 budget 2,305,182 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) 4.1 IFIs, governments, and the private sector widely integrate CGIAR- partner innovations into their investments, catalyzing and supporting the scaling of innovations. X - CGI21-508007-PORB-Scaling for Impact.indd 61CGI21-508007-PORB-Scaling for Impact.indd 61 07/08/2025 13:2407/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 61 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p61pt4
"Plan of results and budget 2025 | System Organization and center allocations | Page 62 of 90 August 2025 | CGIAR Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) 4.2. CGIAR researchers access and use the scaling capacity toolbox and consult the Scaling Strategy Strike Force to embed elements into their ongoing or new projects X High-Level Outputs 4.1 CGIAR Expertise and solutions embedded in development investments and partnerships X X X 151,530 4.2 Scaling capacity toolbox",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 62 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p62pt1
"X High-Level Outputs 4.1 CGIAR Expertise and solutions embedded in development investments and partnerships X X X 151,530 4.2 Scaling capacity toolbox in support of CGIAR Programs and bilateral projects strengthening the design, implementation, and monitoring of evidence-based and responsible scaling strategies X X X Total AoW 4 budget 151,530 Area of Work 5: Learning for Impact 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) 5.1. CGIAR, external partners, and donors integrate scaling science, principles, and frameworks into organizational practices X -5.2. Scaling actors are informed and use",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 62 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p62pt2
"CGIAR, external partners, and donors integrate scaling science, principles, and frameworks into organizational practices X -5.2. Scaling actors are informed and use evidence-based recommendations for short, medium, and long-term optimal and responsible scaling processes and pathways X High-Level Outputs 5.1 An applied scaling science and innovation systems research agenda strengthening South–South learning and capacities to implement more responsible and context-aware scaling strategies X X X 278,526 5.2 Evidence-based, context-specific recommendations on optimal scaling outcomes for selected CGIAR scaling efforts and solutions based on rigorous impact assessments, analysis of diverse",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 62 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p62pt3
